canonical_smiles,iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper,iupac_resolved,smiles_resolved,inchi_resolved
NapOH6MI,MeOH,390.0,698.0,null,null,null,π-extended probe with red-shifted emission,pubmed_11912499,No,No,No
nTG-DFP-COF,acetonitrile,420.0,545.0,0.8,null,null,nanoscale Covalent Organic Framework with temperature-dependent fluorescence for cryo-imaging,pubmed_11912341,No,No,No
FOOCOF-PDI,null,650.0,null,null,null,85.2,Formation of a charge transfer complex with enhanced photocatalytic activity.,pubmed_11904202,No,No,No
phosphorene nanoribbons,"NMP, DMF",800.0,null,null,null,1000.0,Phosphorene nanoribbons exhibit magnetic edge properties and coupling to symmetry-forbidden phonon modes.,pubmed_11903315,No,No,No
Large InAs/InP/ZnSe/ZnS core/multishell quantum dots,toluene or octane,900.0,900.0,1.0,null,null,High stability and efficiency achieved through ZnF2 additive and crosslinked HTLs,pubmed_11897344,No,No,No
example_1,example_2,500.0,600.0,0.8,1e4 (500 nm),1.5,Example comment for molecule 1,pubmed_11896703,No,No,No
example_3,example_4,450.0,550.0,0.7,2e4 (450 nm),2.0,Another example comment for molecule 2,pubmed_11896703,No,No,No
compound-9,null,558.0,580.0,null,null,null,Fluorescence depends on Ca²⁺ concentration,pubmed_11897157,No,No,No
"2-ethyl-4,4-difluoro-6,7-diiodo-1,3-dimethyl-4-bora-3a,4a-diaza-s-indacene",null,487.0,null,0.85,null,6.0,Efficient photosensitizer with high triplet quantum yield and singlet oxygen generation capability,pubmed_11896635,No,No,No
Try-encapsulated CsPbCl3 PNCs,water,370.0,433.0,0.1726,null,1.64,Fluorescent probe for hydroxyl radical sensing with a detection limit of 3.10 nM.,pubmed_11893688,No,No,No
SQ-675,DMF,675.0,690.0,null,null,null,NIR dye characteristics demonstrated with absorption and fluorescence spectra in DMF.,pubmed_11892270,No,No,No
polyfluorene (PF),null,405.0,445.0,0.91,null,null,Used for imaging with high brightness and photostability.,pubmed_11889252,No,No,No
poly(fluorene-benzothiadiazole) (PFBT),null,448.0,560.0,0.55,null,null,Demonstrated strong fluorescence and good biocompatibility.,pubmed_11889252,No,No,No
poly(fluorene-thiophene-benzothiadiazole-thiophene) (PFTBT),null,488.0,675.0,0.11,null,null,Showed high molar absorptivity and effective imaging capabilities.,pubmed_11889252,No,No,No
"bis[5-(2-ethylhexyl)-4-methyl-8-(trifluoromethyl)benzo[c][1,5]naphthyridin-6(5H)-one][2-(5-phenyl-1,3,4-oxadiazol-2-yl)phenolate]iridium(iii)",dichloromethane,null,525.0,null,null,null,green phosphorescent emitter,pubmed_11886959,No,No,No
Platinum(II) bis(acetylide) complex with sulfide-bridged dipyridyl ligand,dichloromethane,340.0,null,null,13700 (340 nm),null,Non-emissive in solution,pubmed_11886617,No,No,No
Platinum(II) bis(acetylide) complex with sulfoxide-bridged dipyridyl ligand,dichloromethane,343.0,null,null,9870 (343 nm),null,Non-emissive in solution,pubmed_11886617,No,No,No
Platinum(II) bis(acetylide) complex with sulfone-bridged dipyridyl ligand,dichloromethane,397.0,590.0,0.03,4920 (397 nm),0.09,Yellow phosphorescence in solution,pubmed_11886617,No,No,No
Platinum(II) bis(acetylide) complex with methyl-substituted sulfide-bridged dipyridyl ligand,dichloromethane,333.0,null,null,9550 (333 nm),null,Non-emissive in solution,pubmed_11886617,No,No,No
Platinum(II) bis(acetylide) complex with methyl-substituted sulfoxide-bridged dipyridyl ligand,dichloromethane,335.0,null,null,10800 (335 nm),null,Non-emissive in solution,pubmed_11886617,No,No,No
Platinum(II) bis(acetylide) complex with methyl-substituted sulfone-bridged dipyridyl ligand,dichloromethane,389.0,570.0,0.06,423 (389 nm),0.09,Blue-shifted emission in solution,pubmed_11886617,No,No,No
zinc(II) oxide,null,325.0,380.0,0.19,null,null,Enhanced emission using Au nano-hemispheres on Al mirror structures; internal quantum efficiency increased from 8% to 19%,pubmed_11901977,No,No,No
Cl[Pb]Cl.[Cs],cesium lead chloride,null,null,420.0,null,null,null,Used for blue fluorescence and CPL,pubmed_11885572,Yes,No,No
I[Pb]I.[Cs],cesium lead iodide,null,null,640.0,null,null,null,Used for red fluorescence and CPL with high dissymmetry factor,pubmed_11885572,Yes,No,No
Br[Pb]Br.[Cs],cesium lead bromide,null,null,530.0,null,null,null,Used for green fluorescence and CPL,pubmed_11885572,Yes,No,No
poly(dGdC),null,620.0,720.0,null,null,1.54,Highly fluorescent conjugate emitting at 720 nm after partial oxidation of silver atoms; fluorescence remains stable for months.,pubmed_11902164,No,No,No
UCNPs@SiO2,water,345.0,null,null,null,178.0,Upconversion nanosensor for MnO4− and Cr2O72− detection with high sensitivity and selectivity,pubmed_11883987,No,No,No
Phycocyanin,null,620.0,null,null,null,null,Phycobiliprotein involved in nickel biosorption,pubmed_11881267,No,No,No
Allophycocyanin,null,660.0,null,null,null,null,Phycobiliprotein involved in nickel biosorption,pubmed_11881267,No,No,No
Phycoerythrin,null,560.0,null,null,null,null,Phycobiliprotein involved in nickel biosorption,pubmed_11881267,No,No,No
TPE-G1,DCM/ACN,345.0,480.0,null,null,null,Exhibits AIE behavior in DCM/ACN solvent mixture.,pubmed_11905990,No,No,No
TPE-G2,DCM/ACN,345.0,480.0,null,null,null,Shows generation-dependent AIE effect with enhanced emission at higher generations.,pubmed_11905990,No,No,No
TPE-G3,DCM/ACN,345.0,480.0,null,null,null,Displays maximum fluorescence intensity in aggregated state with high acetonitrile fraction.,pubmed_11905990,No,No,No
Cl[Ru](Cl)Cl,Ruthenium trichloride,methanol,null,null,null,not provided,null,catalyst for nanobattery construction,pubmed_11881368,Yes,No,No
Indocyanine Green (ICG),null,null,null,null,not provided,null,photosensitizer component of nanobattery,pubmed_11881368,No,No,No
Dithiobispropionic acid (DTPA),null,null,null,null,not provided,null,used for GSH depletion and enzyme activity modulation,pubmed_11881368,No,No,No
NSDC-dots,null,null,null,0.1895,null,null,Dual-emission carbon dots with fluorescence peaks at 403 nm and 532 nm.,pubmed_11877424,No,No,No
quaternary ammonium-Functionalized Terphen[3]arene (CTP3),HEPES buffer,300.0,450.0,null,null,null,Used as a host molecule for detecting ZERs in cereals; LOD of 9.28 nM achieved.,pubmed_11898769,No,No,No
5-(4-(1H-Pyrrolidin-2-yl)phenyl)-N'-(6-(pyridinium-1-ium-4-yl)hexanoyl)citalopram,null,500.0,500.0,null,null,null,PyrAte-based fluorescent conjugate for SERT imaging with improved selectivity and affinity compared to the parent drug.,pubmed_11891579,No,No,No
5-(4-(1H-Pyrrolidin-2-yl)phenyl)-N'-(3-(pyridinium-1-ium-4-yl)propanoyl)citalopram,null,500.0,500.0,null,null,null,PyrAte-based fluorescent conjugate for SERT imaging with improved selectivity and affinity compared to the parent drug.,pubmed_11891579,No,No,No
[2H]O[2H],deuterium oxide,null,587.0,null,null,null,null,used for detecting D₂O in water,pubmed_11902831,Yes,No,No
Silver Nanoparticles (AgNPs),water,441.0,null,null,null,null,"Green-synthesized silver nanoparticles from Tinospora cordifolia leaf extracts, stabilized by phytochemicals; exhibits antioxidant, anti-inflammatory, antibacterial, and antibiofilm activities.",pubmed_11901609,No,No,No
O=[Zn],zinc oxide,null,null,null,null,0.12-0.62 (varies with wavelength),null,ZnO films doped with varying amounts of silver show improved photocatalytic properties due to localized surface plasmon resonance effects.,pubmed_11873249,Yes,No,No
AR-N-7520,null,323.0,null,null,null,null,A phenolic resin-based negative photoresist with bisazide compounds as cross-linking agents used for two-photon lithography.,pubmed_11871329,No,No,No
polyasparagine,null,null,null,null,null,28.6,Improved photovoltaic performance with reduced recombination losses,pubmed_11902386,No,No,No
Tetraphenylenethene,null,411.0,470.0,null,null,null,Shows aggregation-induced emission at 470 nm; LCST around 36°C; fluorescence intensity decreases with temperature increase.,pubmed_11902262,No,No,No
Schiff base derived from 5-methyl salicylaldehyde and 2-aminobenzimidazole,DMF,null,508.0,null,null,null,Fluorescent probe for Al³⁺ detection with high selectivity and sensitivity.,pubmed_11901710,No,No,No
Schiff base derived from 5-methyl salicylaldehyde and 2-aminobenzothiazole,DMF,null,509.0,null,null,null,Fluorescent probe for Al³⁺ detection with high selectivity and sensitivity.,pubmed_11901710,No,No,No
Schiff base derived from 5-methyl salicylaldehyde and 2-aminopyridine,DMF,null,508.0,null,null,null,Fluorescent probe for Al³⁺ detection with high selectivity and sensitivity.,pubmed_11901710,No,No,No
cerium-doped yttrium aluminum garnet,null,null,550.0,0.039,null,70.0,"Optimal Ce³+ doping concentration of 0.3 at%, eutectic welding improves heat dissipation and luminescence performance for deep UV detection.",pubmed_11901220,No,No,No
naphthalene boron-nitrogen congener NBOMe,MeOH/water,null,433.0,0.768,null,null,Moderate emission in solution phase,pubmed_11891783,No,No,No
naphthalene boron-nitrogen congener NBF,MeOH/water,null,450.0,0.97,null,null,Excellent AIE behavior with emission enhancement at 99.9% fw,pubmed_11891783,No,No,No
naphthalene boron-nitrogen congener NBCl,MeOH/water,null,460.0,0.85,null,null,Emission intensity increased gradually with time,pubmed_11891783,No,No,No
naphthalene boron-nitrogen congener NBBr,MeOH/water,null,425.0,0.379,null,null,DSE nature due to heavy atom effect,pubmed_11891783,No,No,No
naphthalene boron-nitrogen congener NBCN,MeOH/water,null,384.0,0.16,null,null,Large Stokes shift in emission spectra,pubmed_11891783,No,No,No
tetraphenylethene (TPE),null,405.0,520.0,null,null,null,Used for RNA imaging and tumor targeting,pubmed_11887570,No,No,No
"4-(1,2,2-triphenylvinyl)benzoic acid (TBA)",null,310.0,590.0,null,null,null,Detects amyloid aggregates related to cancers,pubmed_11887570,No,No,No
bispyrene (BP),null,310.0,520.0,null,null,null,Used for early gastric cancer imaging,pubmed_11887570,No,No,No
KER 828 epoxy resin,acetone,null,null,null,KER 828 is used as the organic component to reduce production costs.,null,The epoxy resin contributes flexibility and reduces cracking in the hybrid coating.,pubmed_11871349,No,No,No
example_1,example_2,500.0,600.0,0.8,example_3,100.0,example_4,pubmed_11868662,No,No,No
example_5,example_6,550.0,650.0,0.75,example_7,200.0,example_8,pubmed_11868662,No,No,No
ruthenium oxide hexacyanoferrate,none,null,null,null,none,null,used for Fe(III) detection in wine samples,pubmed_11902859,No,No,No
PAN (1-(2-pyridylazo)-2-naphthol),none,null,null,null,none,null,used for Fe(III) detection in coastal waters,pubmed_11902859,No,No,No
Schiff base ionophore,none,null,null,null,none,null,used for Fe(III) detection in blood serum,pubmed_11902859,No,No,No
rhodamine-RC (Rhodamine-DMIC),none,null,null,null,none,null,used for Fe(II) detection,pubmed_11902859,No,No,No
rhodamine-RD (Rhodamine Dimer),none,null,null,null,none,null,used for Fe(III) detection,pubmed_11902859,No,No,No
CFMEPI (5-chloro-3-[4-(trifluoromethoxy)phenylimino]indolin-2-one),none,null,null,null,none,null,iron-selective ligand used in potentiometric sensors,pubmed_11902859,No,No,No
B-18C6 (Benzo-18-crown-6),none,null,null,null,none,null,used for Fe(III) detection in potentiometric sensors,pubmed_11902859,No,No,No
"Dyodium [μ4(2-(1H-tetrazol-1-yl)acetato)]bis(1,10-phenanthrolato)perchlorate hydrate",null,350.0,573.0,null,null,null,Dy III complex exhibiting single-molecule magnet behavior and proton conduction with a 1D supramolecular structure.,pubmed_11901984,No,No,No
Ba₃(Y₀.₆₋ₓGd₀.₄Euₓ)₄O₉,null,258.0,612.0,0.55,null,0.774,Enhanced thermal stability and luminescence performance with Gd³⁺ doping,pubmed_11901592,No,No,No
CDs-1,deionized water,200.0,415.6,null,null,null,Spherical particles with mean size ~3.45 nm,pubmed_11901194,No,No,No
CDs-2,deionized water,200.0,402.5,null,null,null,Spherical particles with mean size ~3.45 nm,pubmed_11901194,No,No,No
CDs-2-MW,deionized water,200.0,396.8,null,null,null,Larger spherical particles with mean size ~6.35 nm,pubmed_11901194,No,No,No
[Ag],Silver Nanoparticles,null,400.0,null,null,null,null,UV-Vis absorption peak at 400 nm for colloidal AgNPs,pubmed_11901134,Yes,No,No
α-sexithiophene,toluene,561.0,576.0,null,null,null,"Single-file chain inside BNNT, red-shifted emission due to J-aggregation.",pubmed_11891964,No,No,No
mPImCZ2F,toluene,363.0,388.0,0.83,null,3.88,High-efficiency UV emitter with intramolecular locking for enhanced fluorescence.,pubmed_11878235,No,No,No
mPIoCZ2F,toluene,363.0,390.0,0.72,null,6.01,Asymmetric D-A-D' structure with multiple C-H...F interactions and steric hindrance.,pubmed_11878235,No,No,No
mPImCP2F,toluene,363.0,390.0,0.4,null,8.35,Shows high quantum yield and good color purity in UV emission.,pubmed_11878235,No,No,No
Ba₂Cd(BO₃)₂:Eu³⁺,null,null,613.0,null,null,null,Red emission at 613 nm from Eu³⁺ 5D₀→7F₂ transition.,pubmed_11864920,No,No,No
MH-PTZ,DCM,313.0,514.0,0.1544,null,7.0,Mechanically responsive phosphorescence with self-recovery property,pubmed_11862005,No,No,No
IH-PTZ,DCM,313.0,514.0,0.1544,null,7.0,Mechanically responsive phosphorescence with self-recovery property,pubmed_11862005,No,No,No
"((4′-Amino-3,3′-dihydroxy-[1,1′-biphenyl]-4-yl)imino)methyl)-4 H-chromen-4-one",20% H2O/DMF,495.0,null,null,null,null,"Binds Cu²+ and Hg²+, color change from yellow to orange for Cu²+",pubmed_11904692,No,No,No
"((3,3′-Dihydroxy-[1,1′-biphenyl]-4,4′-diyl) bis(azanylylidene)) bis(methanylylidene)) bis(4 H-chromen-4-one)",20% H2O/DMF,495.0,null,null,null,null,"Binds Cu²+ and Hg²+, color change from yellow to orange for Cu²+",pubmed_11904692,No,No,No
meso-tetrakis [4-(nicotinoyloxy)phenyl] porphyrin,dichloromethane,419.0,650.0,null,5.97e4 (419 nm),null,"photosensitizer for photodynamic therapy (PDT), anti-fungal activity against Candida species and dermatophytes",pubmed_11900167,No,No,No
meso-tetrakis [4-(picolinoyloxy)phenyl] porphyrin,dichloromethane,419.0,650.0,null,5.86e4 (419 nm),null,"photosensitizer for photodynamic therapy (PDT), anti-fungal activity against Candida species and dermatophytes",pubmed_11900167,No,No,No
meso-tetrakis [4-(isonicotinoyloxy)phenyl] porphyrin,dichloromethane,419.0,650.0,null,5.75e4 (419 nm),null,"photosensitizer for photodynamic therapy (PDT), anti-fungal activity against Candida species and dermatophytes",pubmed_11900167,No,No,No
(E)-4-(6-(dimethylamino)naftalen-2-yl)but-3-en-2-one,dichloromethane,391.5,491.0,null,null,null,ADN2 shows a χ(3) of 4.17 × 10^-22 m²/V² and significant PIB.,pubmed_11891890,No,No,No
(E)-3-(6-(dimethylamino)naftalen-2-yl)-1-phenylprop-2-en-1-one,dichloromethane,415.0,520.0,null,null,null,ADN3 has the highest χ(3) at 24.24 × 10^-22 m²/V² and exhibits multicolor fluorescence.,pubmed_11891890,No,No,No
SQ258,TiO₂ layer,660.0,null,null,null,54.0,Co-sensitized with D35; improved charge separation efficiency observed.,pubmed_11861276,No,No,No
SQ259,TiO₂ layer,700.0,null,null,null,null,Co-sensitized with N719; Stark shift effect noted.,pubmed_11861276,No,No,No
zinc selenide telluride,null,519.0,519.0,0.95,null,70.3,Interfacial potential grading reduces Auger recombination and enhances luminescence efficiency.,pubmed_11850856,No,No,No
TCI-NH,chloroform,480.0,510.0,0.88,null,7.3,Therapeutic PS with high luminescence efficiency and selective localization in organelles.,pubmed_11891978,No,No,No
TpPa-SCOF-An,null,636.0,606.0,null,null,98500.0,Surface crystallinity enhances photogenerated charge separation and transfer.,pubmed_11850636,No,No,No
O=[Zn],Zinc oxide,null,530.0,357.0,null,null,884.0,Self- trapped exciton (STE-2) emission under deviatoric stress.,pubmed_11850603,Yes,No,No
o-PIOXZ,THF,257.0,417.0,0.089,null,null,Donor–acceptor molecule with ortho substitution,pubmed_11848193,No,No,No
m-PIOXZ,THF,261.0,404.0,0.094,null,null,Donor–acceptor molecule with meta substitution,pubmed_11848193,No,No,No
m-CZOXZ,THF,288.0,391.0,0.025,null,null,Donor–acceptor molecule with carbazole and oxadiazole groups,pubmed_11848193,No,No,No
FerroOrange,null,485.0,520.0,0.93,null,null,Ferrous ion probe used for intracellular ferrous iron staining,pubmed_11847930,No,No,No
OO,Hydrogen peroxide,null,601.05,374.23,0.17,null,62618.32,null,pubmed_11899472,Yes,No,No
[OH-],Hydroxyl radical,null,989.42,310.02,0.97,null,15618.45,null,pubmed_11899472,Yes,No,No
[Li+].[Nb+5].[O-2].[O-2].[O-2],LiNbO3,null,532.0,null,null,null,null,Lithium niobate thin film with excellent electro-optical properties.,pubmed_11901258,Yes,No,No
S=[W]=S,tungsten disulfide,null,null,611.0,null,null,0.85,biexciton emission at 641 nm observed in superlattice,pubmed_11887482,Yes,No,No
"1,2,4-benzotriazin-4-yl",ethanol,600.0,660.0,null,null,null,Strong luminescence due to delocalized radical electron; significant SERS signals influenced by adjacent metallic surfaces; redox processes affect optical properties.,pubmed_11887450,No,No,No
PtL3Cl,dichloromethane,238.0,549.0,0.01,41.6 (238 nm); 40.2 (270 nm); 35.4 (295 nm); 5.6 (389 nm); 6.8 (429 nm),null,quantum yield under nitrogen: 0.47,pubmed_11886920,No,No,No
Phalloidin 488,null,488.0,null,null,null,null,"Excited at 488 nm, used for actin labeling in U2OS cells and mouse fibroblasts.",pubmed_11874040,No,No,No
R-Au2Cu2(iptt)4,CH2Cl2,null,570.0,0.812,null,7000.0,"High PLQY (81.2%), used in CP-LEDs with EQE of 15.51%, long lifetime",pubmed_11845751,No,No,No
R-Au2Cu2(mtt)4,CH2Cl2,null,539.0,0.821,null,12300.0,"High PLQY (82.1%), used in CP-LEDs with EQE of 15.51%, long lifetime",pubmed_11845751,No,No,No
R-Au2Cu2(ptt)4,CH2Cl2,null,519.0,0.964,null,24500.0,"High PLQY (96.4%), used in CP-LEDs with EQE of 15.51%, long lifetime",pubmed_11845751,No,No,No
CsPbBr3-1.0I1.0,null,545.0,null,null,null,null,phase reconstruction observed,pubmed_11891859,No,No,No
CsPbBr3-1.5I1.5,null,585.0,null,null,null,null,phase reconstruction observed,pubmed_11891859,No,No,No
CsPbBr3-2.0I2.0,null,650.0,null,null,null,null,phase segregation observed,pubmed_11891859,No,No,No
TBTP- Bz,water,805.0,900.0,null,null,null,"Aggregation-enhanced NIR-II emission and photoacoustic signal, photothermal conversion efficiency of up to 58.5% under 808 nm laser irradiation.",pubmed_11887044,No,No,No
ruthenium nitrosyl complex with dansyl-imidazole ligand,HEPES buffer (pH 7.4),null,502.0,null,null,null,Fluorescent chemodosimeter for Sec detection with LOD of 0.31 μM,pubmed_11881044,No,No,No
ruthenium nitrosyl complex with dansyl-benzimidazole ligand,HEPES buffer (pH 7.4),null,502.0,null,null,null,Fluorescent chemodosimeter for Sec detection with LOD of 0.12 μM,pubmed_11881044,No,No,No
carbon dots,null,390.0,484.0,null,null,null,CDs synthesized by microwave method,pubmed_11842835,No,No,No
"2,6-bis((3,5-dimethyl-1H-pyrazol-1-yl)methyl)pyridine chromium(III) complex",acetonitrile,740.0,740.0,0.1,0.58 (740 nm),1500.0,spin–flip emission with high quantum yield,pubmed_11841681,No,No,No
4Y-BO,chloroform,765.0,null,0.0826,1.31e5 (film),1.15,PLQY of 8.26% observed in neat films.,pubmed_11840019,No,No,No
1-hexadecyl-3-carboxylic acid porphyrin,null,660.0,null,null,null,null,significant photobleaching effect observed post-PDT treatment,pubmed_11875292,No,No,No
europium( iii) complex [Eu.6Ph]+,methanol,328.0,590.0,0.096,9000 (328 nm),1300.0,luminescent europium probe with quinoline arms,pubmed_11868914,No,No,No
europium( iii) complex [Eu.6PhOMe]+,methanol,340.0,590.0,0.01,8000 (340 nm),880.0,luminescent europium probe with methoxyphenyl groups,pubmed_11868914,No,No,No
europium( iii) complex [Eu.ADPGlow]−,HEPES buffer,337.0,615.0,0.003,9200 (337 nm),21.0,highly selective ADP probe with carboxylate groups,pubmed_11868914,No,No,No
K₃GaF₆:Er³+,null,null,657.0,null,null,null,Enhanced red emission intensity by 30 times in monoclinic phase compared to cubic phase.,pubmed_11858277,No,No,No
NDI-ceNDI dyad (DIPAY),pure water or 10 mM K+ phosphate buffer with 100 mM KCl,594.0,null,0.01,null,3.2,"intramolecular quenching, fluorescence increases upon DNA binding and SDS addition",pubmed_11852925,No,No,No
NDI-ceNDI dyad (DIPAC),pure water or 10 mM K+ phosphate buffer with 100 mM KCl,547.0,null,0.01,null,3.3,"rigid triazole linker, fluorescence increases upon DNA binding and SDS addition",pubmed_11852925,No,No,No
IR780,null,800.0,null,null,null,null,The peak absorption wavelength for IR780 was reported at 800 nm.,pubmed_11848625,No,No,No
MPDA-BSA@IR780,null,800.0,null,null,null,null,The peak absorption wavelength for MPDA-BSA@IR780 was reported at 800 nm.,pubmed_11848625,No,No,No
"5,10,15,20-tetrakis(2,4,6-tri-isopropylphenyl)-5,10,15,20-tetrabora-21,23-tetrathiaporphyrinogen",THF,340.0,511.0,0.01,6.4e4 (340 nm),null,Fluorescence emission in the near-infrared region,pubmed_11840099,No,No,No
"K2[5,10,15,20-tetrakis(2,4,6-tri-isopropylphenyl)-5,10,15,20-tetrabora-21,23-tetrathiaporphyrinogen]",THF,855.0,902.0,0.01,2.1e5 (855 nm),null,Near-infrared fluorescence emission,pubmed_11840099,No,No,No
"K[5,10,15,20-tetrakis(2,4,6-tri-isopropylphenyl)-5,10,15,20-tetrabora-21,23-tetrathiaporphyrinogen]",THF,365.0,null,null,"8.1e4 (365 nm), 5.7e4 (1210 nm)",null,Soret and Q bands absorption,pubmed_11840099,No,No,No
example_1,example_2,500.0,600.0,0.8,example_molar_absorptivity,3.5,example_comment,pubmed_11905840,No,No,No
pyrene-anchored halloysite nanotube,water,265.0,378.0,0.2,null,25.48,Fluorescence quenching observed with TNP due to PET mechanism,pubmed_11886659,No,No,No
fenamic acid ruthenium(II) complex,DMSO,299.0,null,null,"36267 (299 nm), 13046 (368 nm), 6584 (425 nm)",null,molar conductance: 20.51 Ω⁻¹cm²mol⁻¹,pubmed_11884657,No,No,No
mefenamic acid ruthenium(II) complex,DMSO,297.0,null,null,"26801 (297 nm), 11186 (361 nm), 8205 (421 nm)",null,molar conductance: 21.28 Ω⁻¹cm²mol⁻¹,pubmed_11884657,No,No,No
tolfenamic acid ruthenium(II) complex,DMSO,297.0,null,null,"32006 (297 nm), 13286 (355 nm), 4416 (421 nm)",null,molar conductance: 20.11 Ω⁻¹cm²mol⁻¹,pubmed_11884657,No,No,No
flufenamic acid ruthenium(II) complex,DMSO,297.0,null,null,"33371 (297 nm), 12046 (357 nm), 4511 (422 nm)",null,molar conductance: 20.54 Ω⁻¹cm²mol⁻¹,pubmed_11884657,No,No,No
"4,4,4-trifluoro-1-phenyl-1,3-butanedionatoeuropium(III)",chloroform,785.37,942.79,0.28,null,12219.91,example_ string_8,pubmed_11881040,No,No,No
Ba3WO5Cl2,null,310.0,450.0,null,null,null,Emission exhibits thermal quenching with increasing temperature.,pubmed_11858636,No,No,No
N-tert-butoxycarbonyl-protected diphenylalanine Boc-L-phenylalanine-L-phenylalanine-benzothiazole,ethanol,308.0,369.0,null,null,null,The molecule exhibits enhanced fluorescence and self-assembles into nanostructures.,pubmed_11858552,No,No,No
[I],iodine,null,350.0,null,null,null,null,Data pertains to an all-solid-state Li||I₂ battery system using iodine (I₂) as the active material in a solid electrolyte matrix.,pubmed_11836363,Yes,No,No
BaTiO3,null,null,540.0,null,null,null,"Quantum yield less than 1%, photoluminescence peaks at 500, 540, 610, and above 800 nm",pubmed_11833291,No,No,No
β-Ga₂O₃,null,263.0,360.0,0.14,α = σ_e × λ^2.8 (263 nm),900.0,Highly anisotropic photoluminescence with strong nonradiative recombination dominated by two Auger processes.,pubmed_11905285,No,No,No
Poly(Tyr-Cou-1),THF,293.0,null,null,null,0.003,Emission peak at 305 nm in THF with reduced intensity compared to DMSO.,pubmed_11886649,No,No,No
Poly(Tyr-Cou-2),THF,291.0,null,null,null,0.116,Emission peak at 308 nm in THF and charge transfer bands at 334 and 409 nm.,pubmed_11886649,No,No,No
"4-(dimethylamino)-5-methyl-2',7'-difluorobenzofuran-3-carboxylic acid",null,535.0,570.0,null,null,null,Fluorescence measurements at Ex./Em. 535/570 nm.,pubmed_11877631,No,No,No
C-MS023,null,385.0,490.0,null,null,null,"C-MS023 shows photolysis upon visible light irradiation at 420 nm, with absorption shifting to 380 nm and fluorescence emission shifting to 470 nm.",pubmed_11873949,No,No,No
azaquinodimethane derivative AQPP,DCM,430.0,490.0,0.53,4.9e4 (430 nm),1.16,null,pubmed_11865949,No,No,No
azaquinodimethane derivative AQTP,DCM,500.0,560.0,0.55,8.0e4 (500 nm),1.43,null,pubmed_11865949,No,No,No
"2-(benzo[g]indolin-2-yl)-5,6,7-trichloro-1,3-tropolone",acetonitrile,430.0,503.0,null,null,null,Exhibits ionochromic properties with emission shifts upon exposure to CN⁻ and Hg²⁺ ions.,pubmed_11849549,No,No,No
