canonical_smiles,iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,pubmed_11908638
null,null,null,null,null,null,null,null,pubmed_11907795
null,null,null,null,null,null,null,null,pubmed_11907295
null,null,null,null,null,null,null,null,pubmed_11907292
null,null,null,null,null,null,null,null,pubmed_11907284
null,null,null,null,null,null,null,null,pubmed_11907282
null,null,null,null,null,null,null,null,pubmed_11906776
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11913434
nile red,null,null,null,null,null,null,Used to stain intracellular lipid droplets.,pubmed_11913303
pyrene excimer,null,null,null,null,null,null,Used in membrane fluidity assays.,pubmed_11913303
nr12s,null,null,null,null,null,null,Measures lipid order changes in the outer membrane leaflet.,pubmed_11913303
null,null,null,null,null,null,null,null,pubmed_11913051
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11913029
null,null,null,null,null,null,null,null,pubmed_11912552
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11912464
null,null,null,null,null,null,null,null,pubmed_11912381
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11912355
null,null,null,null,null,null,null,null,pubmed_11912349
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11912322
null,null,null,null,null,null,null,null,pubmed_11912319
null,null,null,null,null,null,null,null,pubmed_11912193
null,null,null,null,null,null,null,null,pubmed_11912191
null,null,null,null,null,null,null,null,pubmed_11912103
null,null,null,null,null,null,null,null,pubmed_11912022
Europium-enriched GQDs,null,null,null,null,null,null,Detection limit of 0.34 μM for CEA biomarker detection.,pubmed_11912004
"3,4,5-trihydroxybenzoic acid",null,null,null,null,null,null,Gallic acid is a phenolic compound extracted from okra flowers.,pubmed_11911960
chlorogenic acid,null,null,null,null,null,null,Chlorogenic acid is another phenolic compound extracted from okra flowers.,pubmed_11911960
catechin,null,null,null,null,null,null,Catechin is a flavonoid extracted from okra flowers.,pubmed_11911960
epicatechin,null,null,null,null,null,null,Epicatechin is a flavonoid extracted from okra flowers.,pubmed_11911960
quercetin-3-glucoside,null,null,null,null,null,null,Quercetin-3-glucoside is a flavonoid glycoside extracted from okra flowers.,pubmed_11911960
null,null,null,null,null,null,null,null,pubmed_11911825
4-methoxy-1-(methoxymethyl)benzene,glycerol,null,null,null,null,null,Studied under FAB ionization; hydride elimination observed.,pubmed_11911718
methoxymethylbenzene,glycerol,null,null,null,null,null,Studied under FAB ionization.,pubmed_11911718
4-nitro-1-(methoxymethyl)benzene,glycerol,null,null,null,null,null,Studied under FAB ionization.,pubmed_11911718
null,null,null,null,null,null,null,null,pubmed_11911412
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11910886
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11910576
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11910557
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11910547
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11910519
null,null,null,null,null,null,null,null,pubmed_11910374
null,null,null,null,null,null,null,null,pubmed_11910363
null,null,null,null,null,null,null,null,pubmed_11910142
null,null,null,null,null,null,null,null,pubmed_11909974
null,null,null,null,null,null,null,null,pubmed_11909940
Cu ssNV,null,null,null,null,null,null,"Copper-based nanovector with peroxidase, glutathione oxidase, and catalase-like activities",pubmed_11909888
Cu ssOMEp,null,null,null,null,null,null,PEGylated copper-ssOME nanozyme system for tumor immunotherapy combining cuproptosis and ferroptosis activation,pubmed_11909888
null,null,null,null,null,null,null,null,pubmed_11909260
null,null,null,null,null,null,null,null,pubmed_11908412
1-[Cu47(PhSe)15(PPh3)5(CF3COO)12H12],d6-DMSO,null,null,null,null,null,"Novel eight-electron copper-hydride nanocluster with dual, triple, or quadruple emission at different temperatures.",pubmed_11907706
null,null,null,null,null,null,null,null,pubmed_11907637
null,null,null,null,null,null,null,null,pubmed_11907636
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11907368
null,null,null,null,null,null,null,null,pubmed_11906940
null,null,null,null,null,null,null,null,pubmed_11906862
null,null,null,null,null,null,null,null,pubmed_11906845
null,null,null,null,null,null,null,null,pubmed_11906475
null,null,null,null,null,null,null,null,pubmed_11906065
4-Mercaptobenzimidazole-2-thione,null,null,null,null,null,null,Used as a Raman probe molecule.,pubmed_11905949
null,null,null,null,null,null,null,null,pubmed_11905522
null,null,null,null,null,null,null,null,pubmed_11905476
null,null,null,null,null,null,null,null,pubmed_11904882
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11904774
null,null,null,null,null,null,null,null,pubmed_11904773
null,null,null,null,null,null,null,null,pubmed_11903999
null,null,null,null,null,null,null,null,pubmed_11903092
null,null,null,null,null,null,null,null,pubmed_11905511
null,null,null,null,null,null,null,null,pubmed_11905346
null,null,null,null,null,null,null,null,pubmed_11904233
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11904197
null,null,null,null,null,null,null,null,pubmed_11904188
null,null,null,null,null,null,null,null,pubmed_11904076
null,null,null,null,null,null,null,null,pubmed_11904031
null,null,null,null,null,null,null,null,pubmed_11903859
null,null,null,null,null,null,null,null,pubmed_11903686
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11903678
null,null,null,null,null,null,null,null,pubmed_11903635
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11903515
null,null,null,null,null,null,null,null,pubmed_11902266
null,null,null,null,null,null,null,null,pubmed_11900889
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11900060
tetrathiafulvalene tetracarboxylic acid hydrogen-bonded organic framework (TTF-HOF),null,null,null,null,null,null,Photocatalyst for H2O2 production with moderate activity.,pubmed_11897405
"tetrathiafulvalene tetracarboxylic acid 4,4'-bipyridine hydrogen-bonded organic framework (TTF-Bpy-HOF)",null,null,null,null,null,null,Highly active photocatalyst for H2O2 production with enhanced activity due to donor-acceptor structure.,pubmed_11897405
null,null,null,null,null,null,null,null,pubmed_11897352
null,null,null,null,null,null,null,null,pubmed_11903057
null,null,null,null,null,null,null,null,pubmed_11899751
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11897236
bapdit-ox,null,null,null,null,null,null,-378 mV reduction potential,pubmed_11897157
bapsis-ox,null,null,null,null,null,null,-383 mV reduction potential,pubmed_11897157
dtt-ox,null,null,null,null,null,null,-327 mV reduction potential,pubmed_11897157
dst-ox,null,null,null,null,null,null,-396 mV reduction potential,pubmed_11897157
null,null,null,null,null,null,null,null,pubmed_11897135
null,null,null,null,null,null,null,null,pubmed_11897126
null,null,null,null,null,null,null,null,pubmed_11897093
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11896605
null,null,null,null,null,null,null,null,pubmed_11896073
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11896032
null,null,null,null,null,null,null,null,pubmed_11896031
null,null,null,null,null,null,null,null,pubmed_11895529
null,null,null,null,null,null,null,null,pubmed_11895393
null,null,null,null,null,null,null,null,pubmed_11895350
null,null,null,null,null,null,null,null,pubmed_11895238
null,null,null,null,null,null,null,null,pubmed_11895174
null,null,null,null,null,null,null,null,pubmed_11894606
null,null,null,null,null,null,null,null,pubmed_11894523
null,null,null,null,null,null,null,null,pubmed_11894522
null,null,null,null,null,null,null,null,pubmed_11894448
null,null,null,null,null,null,null,null,pubmed_11894154
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11893756
null,null,null,null,null,null,null,null,pubmed_11894226
null,null,null,null,null,null,null,null,pubmed_11894221
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11894199
null,null,null,null,null,null,null,null,pubmed_11894194
dyenamo blue,null,null,null,null,null,null,Dye used in DSCs with co-adsorbers; no specific photophysical data provided.,pubmed_11894181
biac01c,null,null,null,null,null,null,Co-adsorber derived from bile acid; no specific photophysical data provided.,pubmed_11894181
biac03l,null,null,null,null,null,null,Co-adsorber derived from bile acid; no specific photophysical data provided.,pubmed_11894181
biac05q,null,null,null,null,null,null,Co-adsorber derived from bile acid; no specific photophysical data provided.,pubmed_11894181
neomangiferin,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
chlorogenic acid,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
phellodendrine,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
mangiferin,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
jatrorrhizine,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
berberine,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
obacunone,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
timosaponin BII,null,null,null,null,null,null,active compound in ZBD,pubmed_11894175
"2,7-bis(4-(9H-carbazol-9-yl)phenyl)-9,9'-spirobifluorene",null,null,null,null,null,null,Organic semiconductor enabling room-temperature polariton condensates at BICs.,pubmed_11894094
null,null,null,null,null,null,null,null,pubmed_11894068
Titanium Oxide,null,null,null,null,null,null,The paper discusses Titanium Oxide nanoparticles and their composites with silver (Ag) but does not provide specific photophysical data for any small molecules or chromophores. The focus is on photocatalytic activity rather than detailed photophysical properties of individual compounds.,pubmed_11894056
null,null,null,null,null,null,null,null,pubmed_11894053
null,null,null,null,null,null,null,null,pubmed_11894051
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11893973
null,null,null,null,null,null,null,null,pubmed_11893965
null,null,null,null,null,null,null,null,pubmed_11893956
null,null,null,null,null,null,null,null,pubmed_11893955
null,null,null,null,null,null,null,null,pubmed_11893905
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11893807
null,null,null,null,null,null,null,null,pubmed_11893803
null,null,null,null,null,null,null,null,pubmed_11893707
null,null,null,null,null,null,null,null,pubmed_11893633
"5,7-dimethoxyflavone",null,null,null,null,null,null,No photophysical data available,pubmed_11892870
"3,5,7-trimethoxyflavone",null,null,null,null,null,null,No photophysical data available,pubmed_11892870
"5,7,4′-trimethoxyflavone",null,null,null,null,null,null,No photophysical data available,pubmed_11892870
"5-hydroxy-3,7-dimethoxyflavone",null,null,null,null,null,null,No photophysical data available,pubmed_11892870
"3,5,7,4′-tetramethoxyflavone",null,null,null,null,null,null,No photophysical data available,pubmed_11892870
null,null,null,null,null,null,null,null,pubmed_11892862
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11892836
null,null,null,null,null,null,null,null,pubmed_11892742
null,null,null,null,null,null,null,null,pubmed_11892146
null,null,null,null,null,null,null,null,pubmed_11892102
null,null,null,null,null,null,null,null,pubmed_11891875
null,null,null,null,null,null,null,null,pubmed_11891868
null,null,null,null,null,null,null,null,pubmed_11891865
null,null,null,null,null,null,null,null,pubmed_11891322
null,null,null,null,null,null,null,null,pubmed_11891317
8-hydroxyquinoline-5-sulfonic acid-zinc doped polyaniline,null,null,null,null,null,null,"The HQZn-PA nanocomposite demonstrates enhanced anticorrosive properties through synergistic effects, improving compatibility and corrosion inhibition. It shows a self-healing efficiency of 99.28% in scratched coatings.",pubmed_11891328
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11891324
null,null,null,null,null,null,null,null,pubmed_11891314
null,null,null,null,null,null,null,null,pubmed_11891312
null,null,null,null,null,null,null,null,pubmed_11891125
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11905988
null,null,null,null,null,null,null,null,pubmed_11890857
null,null,null,null,null,null,null,null,pubmed_11890782
null,null,null,null,null,null,null,null,pubmed_11890778
syn-CH3CHOO,null,null,null,null,null,null,syn-conformer of cationic CH3CHOO with lower IR intensity for carbonyl oxide CH stretch compared to anti-conformer,pubmed_11890770
anti-CH3CHOO,null,null,null,null,null,null,anti-conformer of cationic CH3CHOO with higher IR intensity for carbonyl oxide CH stretch compared to syn-conformer,pubmed_11890770
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11890737
null,null,null,null,null,null,null,null,pubmed_11890631
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11890624
null,null,null,null,null,null,null,null,pubmed_11890617
null,null,null,null,null,null,null,null,pubmed_11890605
null,null,null,null,null,null,null,null,pubmed_11890587
null,null,null,null,null,null,null,null,pubmed_11890559
null,null,null,null,null,null,null,null,pubmed_11890257
null,null,null,null,null,null,null,null,pubmed_11890252
null,null,null,null,null,null,null,null,pubmed_11889803
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11889516
null,null,null,null,null,null,null,null,pubmed_11889110
null,null,null,null,null,null,null,null,pubmed_11897740
null,null,null,null,null,null,null,null,pubmed_11897648
null,null,null,null,null,null,null,null,pubmed_11889786
null,null,null,null,null,null,null,null,pubmed_11889272
null,null,null,null,null,null,null,null,pubmed_11889236
null,null,null,null,null,null,null,null,pubmed_11889177
null,null,null,null,null,null,null,null,pubmed_11889173
null,null,null,null,null,null,null,null,pubmed_11889132
null,null,null,null,null,null,null,null,pubmed_11889124
null,null,null,null,null,null,null,null,pubmed_11889106
null,null,null,null,null,null,null,null,pubmed_11887844
null,null,null,null,null,null,null,null,pubmed_11887842
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11887810
null,null,null,null,null,null,null,null,pubmed_11887798
null,null,null,null,null,null,null,null,pubmed_11887797
null,null,null,null,null,null,null,null,pubmed_11887619
null,null,null,null,null,null,null,null,pubmed_11887472
null,null,null,null,null,null,null,null,pubmed_11887354
null,null,null,null,null,null,null,null,pubmed_11887346
null,null,null,null,null,null,null,null,pubmed_11887176
dansyl,dichloromethane,null,null,null,null,null,used as fluorophore in FRET studies,pubmed_11886990
dabcyl,chloroform,null,null,null,null,null,used as quencher in FRET studies,pubmed_11886990
c2dpaczpvb,dichloromethane,null,null,null,null,null,thermally cross-linkable hole transport material,pubmed_11886959
null,null,null,null,null,null,null,null,pubmed_11886039
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11885627
null,null,null,null,null,null,null,null,pubmed_11885437
null,null,null,null,null,null,null,null,pubmed_11902636
null,null,null,null,null,null,null,null,pubmed_11902575
null,null,null,null,null,null,null,null,pubmed_11902566
null,null,null,null,null,null,null,null,pubmed_11902161
null,null,null,null,null,null,null,null,pubmed_11902160
null,null,null,null,null,null,null,null,pubmed_11902061
null,null,null,null,null,null,null,null,pubmed_11901964
null,null,null,null,null,null,null,null,pubmed_11901905
null,null,null,null,null,null,null,null,pubmed_11901859
null,null,null,null,null,null,null,null,pubmed_11901841
null,null,null,null,null,null,null,null,pubmed_11901487
null,null,null,null,null,null,null,null,pubmed_11899476
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11899159
null,null,null,null,null,null,null,null,pubmed_11899074
null,null,null,null,null,null,null,null,pubmed_11898983
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11894465
null,null,null,null,null,null,null,null,pubmed_11892939
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11887204
null,null,null,null,null,null,null,null,pubmed_11887122
null,null,null,null,null,null,null,null,pubmed_11885669
null,null,null,null,null,null,null,null,pubmed_11885636
null,null,null,null,null,null,null,null,pubmed_11885606
null,null,null,null,null,null,null,null,pubmed_11885527
null,null,null,null,null,null,null,null,pubmed_11885482
null,null,null,null,null,null,null,null,pubmed_11885472
null,null,null,null,null,null,null,null,pubmed_11885345
null,null,null,null,null,null,null,null,pubmed_11885155
null,null,null,null,null,null,null,null,pubmed_11884702
null,null,null,null,null,null,null,null,pubmed_11883973
null,null,null,null,null,null,null,null,pubmed_11883551
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11883086
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11882907
null,null,null,null,null,null,null,null,pubmed_11882883
null,null,null,null,null,null,null,null,pubmed_11882813
null,null,null,null,null,null,null,null,pubmed_11902702
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902630
null,null,null,null,null,null,null,null,pubmed_11902468
null,null,null,null,null,null,null,null,pubmed_11902111
null,null,null,null,null,null,null,null,pubmed_11902028
null,null,null,null,null,null,null,null,pubmed_11901927
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901840
null,null,null,null,null,null,null,null,pubmed_11901688
null,null,null,null,null,null,null,null,pubmed_11901672
null,null,null,null,null,null,null,null,pubmed_11901464
null,null,null,null,null,null,null,null,pubmed_11900002
null,null,null,null,null,null,null,null,pubmed_11899758
null,null,null,null,null,null,null,null,pubmed_11899531
null,null,null,null,null,null,null,null,pubmed_11899153
null,null,null,null,null,null,null,null,pubmed_11899109
null,null,null,null,null,null,null,null,pubmed_11898825
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11897657
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11897647
null,null,null,null,null,null,null,null,pubmed_11883082
null,null,null,null,null,null,null,null,pubmed_11883030
null,null,null,null,null,null,null,null,pubmed_11883015
null,null,null,null,null,null,null,null,pubmed_11882974
molybdenum disulfide,null,null,null,null,null,null,Part of van der Waals heterostructure photodetector,pubmed_11882958
rhenium disulfide,null,null,null,null,null,null,Part of van der Waals heterostructure photodetector,pubmed_11882958
hexagonal boron nitride,null,null,null,null,null,null,Used as a dielectric barrier in the device,pubmed_11882958
null,null,null,null,null,null,null,null,pubmed_11882955
null,null,null,null,null,null,null,null,pubmed_11882943
null,null,null,null,null,null,null,null,pubmed_11882929
null,null,null,null,null,null,null,null,pubmed_11882884
null,null,null,null,null,null,null,null,pubmed_11882832
null,null,null,null,null,null,null,null,pubmed_11882818
null,null,null,null,null,null,null,null,pubmed_11882807
null,null,null,null,null,null,null,null,pubmed_11882664
null,null,null,null,null,null,null,null,pubmed_11882631
null,null,null,null,null,null,null,null,pubmed_11881909
null,null,null,null,null,null,null,null,pubmed_11881797
null,null,null,null,null,null,null,null,pubmed_11881581
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11881390
null,null,null,null,null,null,null,null,pubmed_11881385
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11881315
null,null,null,null,null,null,null,null,pubmed_11880803
null,null,null,null,null,null,null,null,pubmed_11880393
null,null,null,null,null,null,null,null,pubmed_11880366
null,null,null,null,null,null,null,null,pubmed_11902751
"3,4-epoxycyclohexylmethyl-3′,4′-epoxycyclohexane carboxylate",null,null,null,null,null,null,No photophysical data provided for this molecule in the paper.,pubmed_11902743
"4,5-epoxyhexane-1,2-dicarboxylic acid diglycidyl ester",null,null,null,null,null,null,No photophysical data provided for this molecule in the paper.,pubmed_11902743
DGEBA E51 epoxy resin,null,null,null,null,null,null,No photophysical data provided for this molecule in the paper.,pubmed_11902743
null,null,null,null,null,null,null,null,pubmed_11902719
procyanidin B2,null,null,null,null,null,null,"The paper focuses on the characterization, encapsulation, and in vitro digestion of procyanidins from litchi peel and coffee pulp. No direct photophysical data such as absorption, emission, or quantum yield measurements are provided.",pubmed_11902710
null,null,null,null,null,null,null,null,pubmed_11902270
null,null,null,null,null,null,null,null,pubmed_11901712
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901632
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901536
null,null,null,null,null,null,null,null,pubmed_11901463
null,null,null,null,null,null,null,null,pubmed_11900402
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11898779
null,null,null,null,null,null,null,null,pubmed_11894513
null,null,null,null,null,null,null,null,pubmed_11890083
null,null,null,null,null,null,null,null,pubmed_11881411
null,null,null,null,null,null,null,null,pubmed_11881275
null,null,null,null,null,null,null,null,pubmed_11880626
null,null,null,null,null,null,null,null,pubmed_11880571
null,null,null,null,null,null,null,null,pubmed_11880567
fluoritum,null,null,null,null,null,null,"The study focuses on the microstructural and chemical compositional changes of fluoritum after vinegar quenching. The results show that the particle size becomes finer and more uniform, with increased carbon and nitrogen content, while toxic elements like Tl and W are reduced.",pubmed_11880561
null,null,null,null,null,null,null,null,pubmed_11880512
null,null,null,null,null,null,null,null,pubmed_11880433
Zn2Er4L14,CH3CN,null,null,null,null,null,null,pubmed_11880432
Zn4Er6L26,CH3OH,null,null,null,null,null,null,pubmed_11880432
Zn2Er8L38,CH3CN/CH2Cl2,null,null,null,null,null,null,pubmed_11880432
null,null,null,null,null,null,null,null,pubmed_11880420
null,null,null,null,null,null,null,null,pubmed_11880338
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11880329
null,null,null,null,null,null,null,null,pubmed_11880307
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11880303
null,null,null,null,null,null,null,null,pubmed_11878901
null,null,null,null,null,null,null,null,pubmed_11878523
null,null,null,null,null,null,null,null,pubmed_11878212
null,null,null,null,null,null,null,null,pubmed_11878211
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11877879
null,null,null,null,null,null,null,null,pubmed_11877874
null,null,null,null,null,null,null,null,pubmed_11877797
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11877119
null,null,null,null,null,null,null,null,pubmed_11877118
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876955
null,null,null,null,null,null,null,null,pubmed_11876859
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876665
null,null,null,null,null,null,null,null,pubmed_11876614
null,null,null,null,null,null,null,null,pubmed_11876543
null,null,null,null,null,null,null,null,pubmed_11230245
null,null,null,null,null,null,null,null,pubmed_11905419
esterquat,null,null,null,null,null,null,"The paper discusses esterquat as a cationic surfactant but does not provide specific photophysical data such as absorption or emission wavelengths, quantum yield, molar absorptivity, or lifetime. The focus is on its application in emulsions and effects on leather and textiles.",pubmed_11904846
null,null,null,null,null,null,null,null,pubmed_11904681
null,null,null,null,null,null,null,null,pubmed_11902445
null,null,null,null,null,null,null,null,pubmed_11902022
null,null,null,null,null,null,null,null,pubmed_11901832
null,null,null,null,null,null,null,null,pubmed_11901738
oregonin,THF,null,null,null,null,null,Oregonin is a diarylheptanoid glucoside that enhances thermo-oxidative resistance and flame retardancy in polyurethane materials.,pubmed_11901723
null,null,null,null,null,null,null,null,pubmed_11901558
null,null,null,null,null,null,null,null,pubmed_11901425
null,null,null,null,null,null,null,null,pubmed_11899474
null,null,null,null,null,null,null,null,pubmed_11899320
null,null,null,null,null,null,null,null,pubmed_11887503
null,null,null,null,null,null,null,null,pubmed_11884774
null,null,null,null,null,null,null,null,pubmed_11881838
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11878148
null,null,null,null,null,null,null,null,pubmed_11877550
null,null,null,null,null,null,null,null,pubmed_11877233
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876663
null,null,null,null,null,null,null,null,pubmed_11876647
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876595
null,null,null,null,null,null,null,null,pubmed_11876566
null,null,null,null,null,null,null,null,pubmed_11876320
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11875384
null,null,null,null,null,null,null,null,pubmed_11874846
null,null,null,null,null,null,null,null,pubmed_11874808
null,null,null,null,null,null,null,null,pubmed_11874780
null,null,null,null,null,null,null,null,pubmed_11874443
null,null,null,null,null,null,null,null,pubmed_11874050
null,null,null,null,null,null,null,null,pubmed_11873898
null,null,null,null,null,null,null,null,pubmed_11873833
null,null,null,null,null,null,null,null,pubmed_11873794
null,null,null,null,null,null,null,null,pubmed_11873784
methyl red-PS,null,null,null,null,null,null,Raman shift at 1406 cm⁻¹,pubmed_11873259
rhodamine 6G-PS,null,null,null,null,null,null,Raman shift at 1651 cm⁻¹,pubmed_11873259
fluorescein-PS,null,null,null,null,null,null,Raman shift at 1632 cm⁻¹,pubmed_11873259
L-arginine-PS,null,null,null,null,null,null,Raman shift at 982 cm⁻¹,pubmed_11873259
L-ascorbic acid-PS,null,null,null,null,null,null,Raman shift at 1792 cm⁻¹,pubmed_11873259
null,null,null,null,null,null,null,null,pubmed_11873253
null,null,null,null,null,null,null,null,pubmed_11873232
null,null,null,null,null,null,null,null,pubmed_11873114
null,null,null,null,null,null,null,null,pubmed_11902545
null,null,null,null,null,null,null,null,pubmed_11901826
null,null,null,null,null,null,null,null,pubmed_11901680
null,null,null,null,null,null,null,null,pubmed_11898409
null,null,null,null,null,null,null,null,pubmed_11888454
null,null,null,null,null,null,null,null,pubmed_11874145
null,null,null,null,null,null,null,null,pubmed_11872793
