idx	SMILES_or_compound	Solvent	Gen_DOI	Reason	#ref_matches
511	p-- nitrodiphenylhexa-1,3,5-triene			missing_doi	0
512	3)			missing_doi	0
513	aceto-nitrile			missing_doi	0
514	DPB			missing_doi	0
515	DPH			missing_doi	0
516	DSTBA			missing_doi	0
517	ps			missing_doi	0
518	stilbene			missing_doi	0
519	unknown			missing_doi	0
545	NADH			missing_doi	0
546	NaOH			missing_doi	0
547	p-Terphenyl			missing_doi	0
548	PPD			missing_doi	0
549	PPO			missing_doi	0
550	POPOP			missing_doi	0
551	Dimethyl-POPOP			missing_doi	0
552	L-Tyrosine			missing_doi	0
553	Anthranilic Acid			missing_doi	0
554	Indole			missing_doi	0
555	Fluorescein			missing_doi	0
556	Rhodamine B			missing_doi	0
557	DMS			missing_doi	0
558	DBS			missing_doi	0
559	DCS			missing_doi	0
560	1, 4-bis(5-phenyloxazole-2-yl)benzene			missing_doi	0
561	Cyclohexane			missing_doi	0
562	Cresyl Violet			missing_doi	0
563	Quinine Sulfate			missing_doi	0
564	Rhodamine			missing_doi	0
565	Tryptophan			missing_doi	0
566	Tyrosine			missing_doi	0
567	Calcium			missing_doi	0
568	Fura-2			missing_doi	0
569	Indo-1			missing_doi	0
570	Ca			missing_doi	0
571	Quin			missing_doi	0
572	Magnesium			missing_doi	0
573	Mg-Quin			missing_doi	0
574	Mg			missing_doi	0
575	Potassium			missing_doi	0
576	Sodium			missing_doi	0
577	Sodium Green			missing_doi	0
578	Carboxy			missing_doi	0
579	Resorufin			missing_doi	0
580	unknown			missing_doi	0
581	Editor			missing_doi	0
582	Cyanine			missing_doi	0
583	CY3			missing_doi	0
584	Methanol			missing_doi	0
585	Ethanol			missing_doi	0
586	Rhodamine 6G			missing_doi	0
632	thiolactone			missing_doi	0
633	quinine sulfate			missing_doi	0
634	Hg			missing_doi	0
635	hydrogen			missing_doi	0
671	N2			missing_doi	0
672	9-ACA			missing_doi	0
673	neutral			missing_doi	0
674	acridinium			missing_doi	0
675	Methyl Ester			missing_doi	0
676	9-MCA			missing_doi	0
677	Acridine			missing_doi	0
678	acridine.30,31			missing_doi	0
679	hydro-gen			missing_doi	0
861	triene			missing_doi	0
862	amino			missing_doi	0
863	unknown			missing_doi	0
864	PQBD			missing_doi	0
865	PQBD 1			missing_doi	0
921	Ethanol			missing_doi	0
922	CMPT			missing_doi	0
923	acetonitrile			missing_doi	0
924	ﬂuorescence			missing_doi	0
925	ethanol			missing_doi	0
926	O2			missing_doi	0
927	CPPSH			missing_doi	0
928	proﬁle			missing_doi	0
932	Fluorescein			missing_doi	0
933	Benzo[c]cinnolinium			missing_doi	0
934	DMSO			missing_doi	0
935	phosphate			missing_doi	0
936	aBCL3			missing_doi	0
937	aBCL3(C)			missing_doi	0
938	FITC			missing_doi	0
939	9-aminobenzo[c]cinnoliniums			missing_doi	0
940	aBCL2			missing_doi	0
941	600 Wavelength			missing_doi	0
942	HeLa			missing_doi	0
1007	cyclohexane			missing_doi	0
1008	Propylene glycol			missing_doi	0
1009	6-propionyl-2-(dimethylamino)naphthalene			missing_doi	0
1010	unknown			missing_doi	0
1011	ethanol			missing_doi	0
1012	acetonitrile			missing_doi	0
1042	Quinine sulfate			missing_doi	0
1060	Methanol			missing_doi	0
1061	acetonitrile			missing_doi	0
1062	unknown			missing_doi	0
1063	cyclohexane			missing_doi	0
1083	Aminopyridines			missing_doi	0
1084	a			missing_doi	0
1085	hydroxide			missing_doi	0
1086	Cyclohexane			missing_doi	0
1087	4-aminopyridine			missing_doi	0
1130	unknown			missing_doi	0
1131	,			missing_doi	0
1132	Pyrylium			missing_doi	0
1133	2-and 6-phenyl			missing_doi	0
1134	acetonitrile			missing_doi	0
1156	acetonitrile			missing_doi	0
1157	- II			missing_doi	0
1158	alcohols			missing_doi	0
1159	quartz			missing_doi	0
1160	- III			missing_doi	0
1161	hydrogen			missing_doi	0
1162	sodium hydroxide			missing_doi	0
1208	Toluene			missing_doi	0
1209	THF			missing_doi	0
1210	methanol			missing_doi	0
1211	signiﬁcantly			missing_doi	0
1212	acetonitrile			missing_doi	0
1213	Acetone			missing_doi	0
1214	hydrogen			missing_doi	0
1327	R6G			missing_doi	0
1328	unknown			missing_doi	0
1329	R6G-ethanol			missing_doi	0
1330	methanol			missing_doi	0
1331	Methanol			missing_doi	0
1349	C12			missing_doi	0
1350	Br2			missing_doi	0
1351	Br 2			missing_doi	0
1352	BrC1			missing_doi	0
1353	BrCI			missing_doi	0
1354	Br2-Br2			missing_doi	0
1355	unknown			missing_doi	0
1356	3Cz2DMeCzBN			missing_doi	0
1357	3Cz2DPhCzBN			missing_doi	0
1358	argon			missing_doi	0
1396	ﬂuorescence			missing_doi	0
1403	Quinine bisulphate			missing_doi	0
1404	phenyl			missing_doi	0
1405	w-bis(oxazol-2)-p-oligophenylenes			missing_doi	0
1406	w, w ’-bis(oxazol-2-yl)-p-oligophenylenes			missing_doi	0
1536	4-(p-N, N-dimethyl-aminophenylmethylene-2-phe-nyl-5-oxazolone			missing_doi	0
1537	n-Hexane			missing_doi	0
1538	DPO			missing_doi	0
1539	[b-CD			missing_doi	0
1540	rhoda-mine 6G			missing_doi	0
1541	ﬂuorescence			missing_doi	0
1542	4-(p-N, N-dimethyl-aminophenylmethylene)-2-phe-nyl-5-oxazolone			missing_doi	0
1543	DPOH			missing_doi	0
1545	benzimidazole			missing_doi	0
1546	unknown			missing_doi	0
1607	H3O ~			missing_doi	0
